time,Y_ground_disp,Y_floor_1_abs,Y_floor_2_abs,Y_floor_3_abs,Y_floor_4_abs,Y_floor_5_abs,Y_floor_6_abs,Y_floor_7_abs
1.24,1.3962746e-07,5.793969884762128e-08,-7.758804376766701e-09,-5.639797967843713e-08,-7.586310480602943e-08,-5.6397979678437104e-08,-7.758804376766542e-09,5.793969884762136e-08
1.25,1.4232525e-07,6.2837151378511e-08,-1.384005242224873e-09,-4.8088682083678424e-08,-6.765740423646464e-08,-4.80886820836784e-08,-1.3840052422247142e-09,6.283715137851109e-08
1.26,1.4502524e-07,6.8495003887078e-08,5.880416325554808e-09,-3.842461423312015e-08,-5.7456245488872395e-08,-3.842461423312012e-08,5.8804163255549666e-09,6.849500388707803e-08
1.27,1.478303e-07,7.486893217678696e-08,1.4108305704194556e-08,-2.7473945465734565e-08,-4.5308955936122147e-08,-2.747394546573454e-08,1.4108305704194636e-08,7.4868932176787e-08
1.28,1.5104345999999999e-07,8.186057091683967e-08,2.3333730748720284e-08,-1.532674891699292e-08,-3.137321411228706e-08,-1.5326748916992947e-08,2.333373074872039e-08,8.18605709168397e-08
1.29,1.5503708e-07,8.930079105976755e-08,3.3489971457784586e-08,-2.1419320815626406e-09,-1.5954548776284296e-08,-2.141932081562667e-09,3.3489971457784665e-08,8.93007910597676e-08
1.3,1.5932869999999998e-07,9.717519977840495e-08,4.460362029811755e-08,1.205305848086699e-08,7.152611531130742e-10,1.2053058480866938e-08,4.460362029811762e-08,9.717519977840496e-08
1.31,1.627541e-07,1.055311462577923e-07,5.6730646985519955e-08,2.729603833578566e-08,1.84435773660603e-08,2.7296038335785606e-08,5.673064698552001e-08,1.055311462577923e-07
1.32,1.6431194e-07,1.1437622119198233e-07,6.99160202349823e-08,4.3639985579679317e-08,3.70626155707353e-08,4.3639985579679264e-08,6.991602023498234e-08,1.1437622119198233e-07
1.33,1.6420526e-07,1.234497249432104e-07,8.399724516314209e-08,6.094463136446717e-08,5.625472580300284e-08,6.094463136446713e-08,8.399724516314212e-08,1.2344972494321038e-07
1.34,1.6321211999999998e-07,1.3244514376598297e-07,9.878231230484406e-08,7.904552249504553e-08,7.57476108834931e-08,7.904552249504554e-08,9.878231230484406e-08,1.3244514376598294e-07
1.35,1.6192098000000002e-07,1.4114590261970699e-07,1.1412318783177358e-07,9.78251902593777e-08,9.540083891178249e-08,9.782519025937772e-08,1.1412318783177358e-07,1.4114590261970696e-07
1.36,1.6064722999999998e-07,1.4938145951070565e-07,1.2982805597537718e-07,1.1712476239161735e-07,1.1511933645746293e-07,1.1712476239161734e-07,1.2982805597537718e-07,1.4938145951070563e-07
1.37,1.5940219e-07,1.5714486463491997e-07,1.4576772923356434e-07,1.3684988697163723e-07,1.3494805182441026e-07,1.368498869716372e-07,1.4576772923356431e-07,1.5714486463491994e-07
